"GUGU IONUT-MUGUREL";"PARTIDUL VERDE ECOLOGIST";"S8 Bucuresti";606
"POPA PETRE-DAN";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S8 Bucuresti";250
"BIRTALAN JOZSEF";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S8 Bucuresti";192
"VOICU CATALIN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S9 Bucuresti";17742
"MOLDOVEANU VIOREL-AURELI AN";"PARTIDUL DEMOCRAT LIBERAL";"S9 Bucuresti";10776
"BECHEANU MIHAI-BOGDAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S9 Bucuresti";4878
"RADOCEA HORIA-VALERIAN";"PARTIDUL NATIONAL LIBERAL";"S9 Bucuresti";4030
"BRUMUSESCU TOMA";"PARTIDUL ROMÂNIA MARE";"S9 Bucuresti";1613
"VAJDA BORBALA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S9 Bucuresti";162
"ANDRONESCU ECATERINA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S10 Bucuresti";16828
"UDRISTE GHEORGHE";"PARTIDUL DEMOCRAT LIBERAL";"S10 Bucuresti";8308
"BANU CRISTIAN-SORIN";"PARTIDUL NATIONAL LIBERAL";"S10 Bucuresti";6063
"ANCA FLORICA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S10 Bucuresti";1933
"BRANESCU CONSTANTIN";"PARTIDUL ROMÂNIA MARE";"S10 Bucuresti";1227
"TOKE ISTVÂN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S10 Bucuresti";104
"FELDMAN RADU-ALEXANDRU";"PARTIDUL DEMOCRAT LIBERAL";"S11 Bucuresti";19944
"NEDELCU COSTEL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S11 Bucuresti";14858
"MANESCU RARES-SERBAN";"PARTIDUL NATIONAL LIBERAL";"S11 Bucuresti";9329
"PREDA ELENA";"PARTIDUL ROMÂNIA MARE";"S11 Bucuresti";2569
"GIUROIU ILARION";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S11 Bucuresti";1178
"SZILVESZTER ALEXANDRU";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S11 Bucuresti";212
"MUTU GABRIEL";"PARTIDUL DEMOCRAT LIBERAL";"S12 Bucuresti";20429
"OLTEANU IONEL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S12 Bucuresti";14755
"TOTI MIHAI";"PARTIDUL NATIONAL LIBERAL";"S12 Bucuresti";7082
"VADIM-TUDOR CORNELIU";"PARTIDUL ROMÂNIA MARE";"S12 Bucuresti";5203
"IANCU GHEORGHE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S12 Bucuresti";1590
"BADEA VICTOR";"PARTIDUL VERDE ECOLOGIST";"S12 Bucuresti";814
"IONESCU ION";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S12 Bucuresti";345
"SZEGEDI ZOLTÂN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S12 Bucuresti";198
"TOPCIAN COSTEL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Buzau";21357
"CONSTANTINESCU VIOREL";"PARTIDUL DEMOCRAT LIBERAL";"S1 Buzau";19769
"SALCUTAN ALEXANDRU- LUCIAN";"PARTIDUL NATIONAL LIBERAL";"S1 Buzau";7526
"CRISTESCU CONSTANTIN";"PARTIDUL ROMÂNIA MARE";"S1 Buzau";2199
"SERBANOIU VASILE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Buzau";1531
"VLASE GHEORGHE";"PARTIDUL VERDE ECOLOGIST";"S1 Buzau";963
"KRISTO CSABA-LÂSZLO";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Buzau";119
"BÎGIU MARIAN-CRISTINEL";"PARTIDUL NATIONAL LIBERAL";"S2 Buzau";22016
"DAVID STEFAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Buzau";18842
"NICU CRISTIAN-COSTEL";"PARTIDUL DEMOCRAT LIBERAL";"S2 Buzau";9482
"ROGOZ DUMITRU";"PARTIDUL ROMÂNIA MARE";"S2 Buzau";1222
"MIFTODE COSTEL";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Buzau";729
"BOKOR GÂBOR";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Buzau";90
"ION VASILE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Buzau";29494
"ANGHEL OVIDIU";"PARTIDUL DEMOCRAT LIBERAL";"S3 Buzau";17288
"MARACINE NICOLAE";"PARTIDUL NATIONAL LIBERAL";"S3 Buzau";16921
"LALU NICOLAE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Buzau";1898
"CHIVOIU CONSTANTIN";"PARTIDUL ROMÂNIA MARE";"S3 Buzau";1662
"STEFANESCU LUCICA";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S3 Buzau";474
"SZOCS MIHÂLY";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Buzau";142
"NEDELCU VASILE";"PARTIDUL NATIONAL LIBERAL";"S1 Calarasi";23281
"MUSAT EMIL";"PARTIDUL DEMOCRAT LIBERAL";"S1 Calarasi";16600
"TARÂCILA DORU-IOAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Calarasi";13797
"DUMITRU CONSTANTIN";"PARTIDUL ROMÂNIA MARE";"S1 Calarasi";2553
"PREDA ALEXANDRU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Calarasi";1291
"TORJAI ANNAMARIA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Calarasi";163
"NICOLAI NORICA";"PARTIDUL NATIONAL LIBERAL";"S2 Calarasi";12375
"DUMITRU CONSTANTIN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Calarasi";9887
"NEAGUION";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Calarasi";5156
"BREZAE NICULAE";"PARTIDUL ROMÂNIA MARE";"S2 Calarasi";1254
"ARITON STEFAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Calarasi";671
"POP PIROSKA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Calarasi";78
"TUNEA OCTAVIAN GHEORGHE";"PARTIDUL DEMOCRAT LIBERAL";"S1 Caras-Severin";13451
"BALAN GHEORGHE-PAVEL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Caras-Severin";11312
"OLARU STEJAREL-NICOLAE";"PARTIDUL NATIONAL LIBERAL";"S1 Caras-Severin";7012
"VELA ION";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Caras-Severin";3303
"PÂRVULESCU DUMITRU-TILICA";"PARTIDUL ROMÂNIA MARE";"S1 Caras-Severin";2219
"BEKE VASILIE";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Caras-Severin";738
"SECASANIOSIF";"PARTIDUL DEMOCRAT LIBERAL";"S2 Caras-Severin";24255
"LUPU MATEI";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Caras-Severin";17743
"BOSNEAC VALENTIN-SAMUEL";"PARTIDUL NATIONAL LIBERAL";"S2 Caras-Severin";15940
"BUDA DORIN-SIMION";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Caras-Severin";3062
"MURGOI PETRU-ILIE";"PARTIDUL ROMÂNIA MARE";"S2 Caras-Severin";1835
"LAZAR DOINA";"PARTIDUL VERDE ECOLOGIST";"S2 Caras-Severin";943
"PENZES TUNDE";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Caras-Severin";358
"HARDAU MIHAIL";"PARTIDUL DEMOCRAT LIBERAL";"S1 Cluj";24146
"MOLNOS LAJOS";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Cluj";8001
"BOLOVAN IOAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Cluj";7784
"NETIN AUREL";"PARTIDUL NATIONAL LIBERAL";"S1 Cluj";5617
"DIMA ALEXANDRU";"PARTIDUL ROMÂNIA MARE";"S1 Cluj";2141
"KOVACS TIBERIU";"PARTIDUL NOUA GENERATIE CRESTIN DEMOCRAT";"S1 Cluj";376
"RÂDULESCU SERBAN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Cluj";23687
"ECKSTEIN-KOVÂCS PETER";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Cluj";10095
"COZMA VASILE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Cluj";7242
"MORARIU LUCIA-NORA";"PARTIDUL NATIONAL LIBERAL";"S2 Cluj";6234
"POTRA DOREL";"PARTIDUL ROMÂNIA MARE";"S2 Cluj";1905
"TALPEANU IOAN-MIHAI";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Cluj";454
"BENEA GHEORGHE";"PARTIDUL DEMOCRAT LIBERAL";"S3 Cluj";19234
"NICOARA MARIUS-PETRE";"PARTIDUL NATIONAL LIBERAL";"S3 Cluj";17009
"PUSCAS VASILE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Cluj";16628
"PETHO SIGISMUND";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Cluj";7926
"PACURAR-CRISAN MARIUS-CRISTIAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Cluj";2281
"ILIES VASILE";"PARTIDUL ROMÂNIA MARE";"S3 Cluj";2176
"STEFANIE TUDOR";"PARTIDUL DEMOCRAT LIBERAL";"S4 Cluj";23284
"SZEDILEK LENKE";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S4 Cluj";10125
"CORDOS ALEXANDRU";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S4 Cluj";8520
"FUNAR GHEORGHE";"PARTIDUL ROMÂNIA MARE";"S4 Cluj";5991
"PUSCA MIRCEA-VALER";"PARTIDUL NATIONAL LIBERAL";"S4 Cluj";4878
"LENCU MONICA-MARIA-AUGUSTA";"PARTIDUL NOUA GENERATIE CRESTIN DEMOCRAT";"S4 Cluj";931
"BRAILOIU TIT-LIVIU";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Constanta";29709
"HASOTTI PUIU";"PARTIDUL NATIONAL LIBERAL";"S1 Constanta";19700
"CALAPOD TUDOREL";"PARTIDUL DEMOCRAT LIBERAL";"S1 Constanta";11283
"COMANICI RADU";"PARTIDUL ROMÂNIA MARE";"S1 Constanta";1501
"CANDINDATU GABRIEL";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Constanta";869
"BARTUNEK ISTVAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Constanta";139
"MOGA NICOLAE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Constanta";33405
"ONACA DOREL-CONSTANTIN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Constanta";19953
"CUPSA OVIDIU -SORIN";"PARTIDUL NATIONAL LIBERAL";"S2 Constanta";8784
"PANA MARIAN -STELIAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Constanta";2279
"VRABIE VALENTIN -MARCEL";"PARTIDUL ROMÂNIA MARE";"S2 Constanta";2209
"BENEDEK ILDIKO";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Constanta";193
"MAZARE ALEXANDRU";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Constanta";43872
"FLOREA DANIEL";"PARTIDUL DEMOCRAT LIBERAL";"S3 Constanta";22130
"ENESCU DUMITRU -MARIUS";"PARTIDUL NATIONAL LIBERAL";"S3 Constanta";4322
"STOIAN MIRCEA";"PARTIDUL ROMÂNIA MARE";"S3 Constanta";2046
"BOCAI CONSTANTIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Constanta";855
"MOLNAR ISTVAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Constanta";143
"PATRUT EMIL-MIRCEA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S4 Constanta";30108
"BANIAS MIRCEA -MARIUS";"PARTIDUL DEMOCRAT LIBERAL";"S4 Constanta";22746
"RÂDUCU CARMEN";"PARTIDUL NATIONAL LIBERAL";"S4 Constanta";6907
"SLANICEANU CONSTANTIN";"PARTIDUL ROMÂNIA MARE";"S4 Constanta";1961
"MANGIUREA MARIN- ANTON";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S4 Constanta";836
"PANTAZESCU STELIAN";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S4 Constanta";556
"TOLDISAN ILDIKO";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S4 Constanta";357
"ALBERT ÂLMOS";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Covasna";16337
"SZILÂGYI SÂNDOR-ROBERT";"CANDIDAT INDEPENDENT";"S1 Covasna";5783
"MORAR CATALIN-GEORGE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Covasna";2578
"STRÂCHINARU PETRE";"PARTIDUL DEMOCRAT LIBERAL";"S1 Covasna";2419
"POLHAC GHEORGHE";"PARTIDUL NATIONAL LIBERAL";"S1 Covasna";866
"KANTOR TIBERIU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Covasna";697
"OLTEANU LAURA";"PARTIDUL ROMÂNIA MARE";"S1 Covasna";691
"BOKOR TIBERIU";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Covasna";19273
"MARIN GHEORGHE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Covasna";4257
"ONEA GHEORGHE-ADRIAN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Covasna";2103
"BOTE AUREL";"PARTIDUL NATIONAL LIBERAL";"S2 Covasna";1507
"CIUBOTARIU GHEORGHE";"PARTIDUL ROMÂNIA MARE";"S2 Covasna";577
"DARCIUC ALEXANDRU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Covasna";390
"TUTUIANU ADRIAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Dambovita";33305
"MANOLESCU ELENA";"PARTIDUL DEMOCRAT LIBERAL";"S1 Dambovita";25891
"DUMITRESCU ION-MIHAI";"PARTIDUL NATIONAL LIBERAL";"S1 Dambovita";8978
"DUMITRU PETRE";"PARTIDUL ROMÂNIA MARE";"S1 Dambovita";2057
"NICULAE SEBASTIAN-TOMA";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Dambovita";1609
"CSEPELLA IOAN-MATEI";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Dambovita";223
"ANDREI FLORIN-MIRCEA";"PARTIDUL DEMOCRAT LIBERAL";"S2 Dambovita";30894
"DRÂGUSIN MARIAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Dambovita";15090
"ALEXANDRESCU ALEXANDRU";"PARTIDUL NATIONAL LIBERAL";"S2 Dambovita";6626
"REGHECAMPF LAURENTIU- AURELIAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Dambovita";1830
"CAPLESCU GHEORGHE";"PARTIDUL ROMÂNIA MARE";"S2 Dambovita";1782
"MIHAI GHEORGHE";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S2 Dambovita";859
"CEP AN CLAUDIU-STEFAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Dambovita";155
"CALCAN VALENTIN-GIGEL";"PARTIDUL DEMOCRAT LIBERAL";"S3 Dambovita";36097
"NICOLAE ION";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Dambovita";21701
"BASCEANU OVIDIU";"PARTIDUL NATIONAL LIBERAL";"S3 Dambovita";4753
"PATULEA DORU";"PARTIDUL ROMÂNIA MARE";"S3 Dambovita";1483
"GHIMPAU ION";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Dambovita";1428
"TANASESCU CLAUDIU";"PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE";"S3 Dambovita";882
"ZAMFIR GHEORGHE";"PARTIDUL VERDE ECOLOGIST";"S3 Dambovita";862
"GULYAS LADISLAU";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Dambovita";212
"BERCEANU RADU-MIRCEA";"PARTIDUL DEMOCRAT LIBERAL";"S1 Dolj";20229
"DOBRESCU MARIA-ANTONETA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Dolj";15900
"UNGUREANU DUMITRU";"PARTIDUL NATIONAL LIBERAL";"S1 Dolj";5052
"ISCRU GHEORGHE";"PARTIDUL ROMÂNIA MARE";"S1 Dolj";1645
"CERCELARU ION";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Dolj";950
"BORZÂSIIULIU";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Dolj";99
"POPESCU IRINEL";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Dolj";20884
"UDRISTOIU TUDOR";"PARTIDUL DEMOCRAT LIBERAL";"S2 Dolj";15925
"CALANGIU CRISTINA-MARIANA";"PARTIDUL NATIONAL LIBERAL";"S2 Dolj";7718
"LIS VIOREL";"PARTIDUL ROMÂNIA MARE";"S2 Dolj";999
"GHEORGHE MITICA-DUMITRU";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Dolj";702
"DUMITRESCU EMIL";"PARTIDUL VERDE ECOLOGIST";"S2 Dolj";640
"MIKLOS IOAN";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Dolj";79
"VASILESCU LIA-OLGUTA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Dolj";31240
"GEORGESCU EUGEN";"PARTIDUL DEMOCRAT LIBERAL";"S3 Dolj";11150
"CALIN VIOREL";"PARTIDUL NATIONAL LIBERAL";"S3 Dolj";4684
"FLORICEL STELIAN";"PARTIDUL ROMÂNIA MARE";"S3 Dolj";1132
"VANA NICOLAE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Dolj";691
"BOGDAN FLORIN";"PARTIDUL VERDE ECOLOGIST";"S3 Dolj";678
"NAGY-MÂTE ANDREI";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Dolj";81
"IANCU CONSTANTIN";"PARTIDUL DEMOCRAT LIBERAL";"S4 Dolj";14287
"CRÂNGUS FLOREA";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S4 Dolj";12731
"OPREA MARIO-OVIDIU";"PARTIDUL NATIONAL LIBERAL";"S4 Dolj";11440
"TOPALAIOAN-NICOLAE";"PARTIDUL ROMÂNIA MARE";"S4 Dolj";678
"ENACHESCU GHEORGHE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S4 Dolj";437
"NYAKO IOZSEF";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S4 Dolj";95
"GEOANA MIRCEA-DAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S5 Dolj";43508
"GIUGEA NICOLAE";"PARTIDUL DEMOCRAT LIBERAL";"S5 Dolj";17343
"COSTEA ELENA";"PARTIDUL NATIONAL LIBERAL";"S5 Dolj";4054
"BACEA LIDIA";"PARTIDUL ROMÂNIA MARE";"S5 Dolj";1112
"MANESCU PAUL-SABIN";"PARTIDUL VERDE ECOLOGIST";"S5 Dolj";964
"TURCIANU EUGEN-VIC TOR-G ABRIEL";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S5 Dolj";702
"BARABAS EMERIC";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S5 Dolj";62
"CHIRVASUTA LAURENTIU";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Galati";20895
"PETREA CONSTANTIN";"PARTIDUL DEMOCRAT LIBERAL";"S1 Galati";16645
"PACURARU NICOLAE-PAUL- ANTON";"PARTIDUL NATIONAL LIBERAL";"S1 Galati";15344
"GROSU ION";"PARTIDUL ROMÂNIA MARE";"S1 Galati";1621
"TOCU IULIAN-STEFAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Galati";1348
"ION GHEORGHE";"PARTIDUL NATIONAL DEMOCRAT CRESTIN";"S1 Galati";758
"TIMBOLSCHI ILDIKO";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Galati";229
"SAGHIAN GHEORGHE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Galati";27206
"LIFICIU PETRU";"PARTIDUL DEMOCRAT LIBERAL";"S2 Galati";9585
"UNGURIANU SORIN";"PARTIDUL NATIONAL LIBERAL";"S2 Galati";4391
"PRISECARU IULIAN";"PARTIDUL ROMÂNIA MARE";"S2 Galati";1389
"GRIGORUTA PETRICA '";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Galati";835
"MORARU GHIORGHE";"PARTIDUL NATIONAL DEMOCRAT CRESTIN";"S2 Galati";398
"GIUREAIOSIF";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Galati";146
"DOBROVICI-BACALBASA NICOLAE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S3 Galati";19043
"ARAMA IULIAN-NICUSOR";"PARTIDUL DEMOCRAT LIBERAL";"S3 Galati";14433
"ICHIM PAUL";"PARTIDUL NATIONAL LIBERAL";"S3 Galati";6421
"DINA CAROL";"PARTIDUL ROMÂNIA MARE";"S3 Galati";2084
"DANILA MARIUS";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S3 Galati";986
"CERNAT IONEL-FLORIN";"PARTIDUL VERDE ECOLOGIST";"S3 Galati";917
"FAZEKAS LORÂND";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S3 Galati";168
"MÎNZU VIOREL-NICOLAE";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S4 Galati";19366
"NECULA MARIUS-GERARD";"PARTIDUL DEMOCRAT LIBERAL";"S4 Galati";15869
"CRISTEA DUMITRU";"PARTIDUL NATIONAL LIBERAL";"S4 Galati";4988
"BELTIC VIOREL";"PARTIDUL ROMÂNIA MARE";"S4 Galati";1716
"SILIVESTRU ADRIAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S4 Galati";1131
"BALÂC GHEORGHE";"PARTIDUL NATIONAL DEMOCRAT CRESTIN";"S4 Galati";209
"KNOBLOCH MIHAIL";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S4 Galati";162
"MAGUREANU CEZAR-MIRCEA";"PARTIDUL NATIONAL LIBERAL";"S1 Giurgiu";18110
"RÂDOI ION";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Giurgiu";13124
"MOCANESCU-COLOROS DAN-CONSTANTIN";"PARTIDUL DEMOCRAT LIBERAL";"S1 Giurgiu";10090
"NEACSU PETRE";"PARTIDUL ROMÂNIA MARE";"S1 Giurgiu";2011
"IOFCEA GHEORGHE";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Giurgiu";982
"FODRE GABRIELA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Giurgiu";175
"MUSTATEA VASILE";"PARTIDUL NATIONAL LIBERAL";"S2 Giurgiu";28629
"TOADER GABRIEL-RÂSVAN";"PARTIDUL DEMOCRAT LIBERAL";"S2 Giurgiu";14006
"MARCIU OVIDIU-CRISTIAN-DAN";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Giurgiu";5951
"VASILIU IOAN-EMIL";"PARTIDUL ROMÂNIA MARE";"S2 Giurgiu";858
"GEBAILA REMUS";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Giurgiu";356
"NAGY GHIZELA";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Giurgiu";108
"FLORESCU ION";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S1 Gorj";25755
"RUSET ION";"PARTIDUL DEMOCRAT LIBERAL";"S1 Gorj";21587
"CRETAN VASILE";"PARTIDUL NATIONAL LIBERAL";"S1 Gorj";9287
"RÂDUCU ION";"PARTIDUL ROMÂNIA MARE";"S1 Gorj";2935
"DURBACEA-BOLOVAN MARIAN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S1 Gorj";1306
"ORIENT OTTO";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Gorj";297
"GREBLA TONI";"ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR";"S2 Gorj";29527
"ANDREI VASILE-LIVIU";"PARTIDUL DEMOCRAT LIBERAL";"S2 Gorj";18452
"BERCEA NICOLAE";"PARTIDUL NATIONAL LIBERAL";"S2 Gorj";6568
"AVRAM GABRIELA";"PARTIDUL ROMÂNIA MARE";"S2 Gorj";3232
"BÂLAN VALENTIN";"PARTIDUL NOUA GENERATIE -CRESTIN DEMOCRAT";"S2 Gorj";1421
"ORBAN FERENC";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S2 Gorj";288
"GYERKO LÂSZLO";"UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA";"S1 Harghita";42039
"MALE DORIN";"PARTIDUL DEMOCRAT LIBERAL";"S1 Harghita";1890
