"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","5 Valcea",40
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","5 Valcea",32
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","5 Valcea",28
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","5 Valcea",17
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","5 Valcea",49
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","5 Valcea",24
"BUCRJTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","5 Valcea",26
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","5 Valcea",18
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","5 Valcea",38
"ZISOPOL DRAGOS-GABRJEL","UNIUNEA ELENA DIN ROMÂNIA","5 Valcea",25
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","5 Valcea",45
"TUDOR ION","PARTIDUL DEMOCRAT LIBERAL","6 Valcea",9973
"CSERNIK-VASS ATTILA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","6 Valcea",40
"BELGUN GHEORGHE","PARTIDUL ROMÂNIA MARE","6 Valcea",588
"VLADOIU AUREL","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","6 Valcea",10047
"FÂRTATILIE","PARTIDUL NATIONAL LIBERAL","6 Valcea",4936
"DIACONU GHEORGHE","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","6 Valcea",379
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","6 Valcea",80
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","6 Valcea",17
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","6 Valcea",32
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","6 Valcea",42
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","6 Valcea",35
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","6 Valcea",10
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","6 Valcea",33
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","6 Valcea",91
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","6 Valcea",49
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","6 Valcea",54
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","6 Valcea",20
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","6 Valcea",90
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","6 Valcea",21
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","6 Valcea",28
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","6 Valcea",18
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","6 Valcea",42
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","6 Valcea",12
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","6 Valcea",47
"LÂTCAN NICOLAE","PARTIDUL NATIONAL LIBERAL","1 Vrancea",1912
"MUSTEA-SERBAN RÂZVAN","PARTIDUL DEMOCRAT LIBERAL","1 Vrancea",9527
"BECZE ISTVAN","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","1 Vrancea",27
"BAESU GEORGE","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","1 Vrancea",9115
"PAUL-SOGOR ALEXANDRU","PARTIDUL ROMÂNIA MARE","1 Vrancea",456
"FACAOARU SORIN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","1 Vrancea",363
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","1 Vrancea",17
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","1 Vrancea",14
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","1 Vrancea",12
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","1 Vrancea",9
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","1 Vrancea",32
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","1 Vrancea",6
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","1 Vrancea",15
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","1 Vrancea",30
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","1 Vrancea",33
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","1 Vrancea",25
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","1 Vrancea",10
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","1 Vrancea",26
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","1 Vrancea",2
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","1 Vrancea",7
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","1 Vrancea",5
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","1 Vrancea",4
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","1 Vrancea",34
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","1 Vrancea",20
"TROFIN TUDOREL-DANIEL","PARTIDUL NATIONAL LIBERAL","2 Vrancea",1386
"PÂRCALABESCU MARIA","PARTIDUL DEMOCRAT LIBERAL","2 Vrancea",8740
"BORS BELA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","2 Vrancea",18
"TÎLVAR ANGEL","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","2 Vrancea",12321
"NICOARÂ DAN-RADU","PARTIDUL ROMÂNIA MARE","2 Vrancea",387
"ADAM DUMITRU","PARTIDUL VERDE ECOLOGIST","2 Vrancea",143
"BASESCU MARIAN","PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE","2 Vrancea",107
"STOICA MARIN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","2 Vrancea",313
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","2 Vrancea",31
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","2 Vrancea",31
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","2 Vrancea",79
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","2 Vrancea",10
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","2 Vrancea",65
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","2 Vrancea",60
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","2 Vrancea",33
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","2 Vrancea",106
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","2 Vrancea",99
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","2 Vrancea",58
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","2 Vrancea",4
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","2 Vrancea",17
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","2 Vrancea",33
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","2 Vrancea",23
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","2 Vrancea",11
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","2 Vrancea",7
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","2 Vrancea",166
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","2 Vrancea",47
"SAPUNARU NINI","PARTIDUL NATIONAL LIBERAL","3 Vrancea",9417
"DUMITRACHE LAURENTIU- CRISTIAN","PARTIDUL DEMOCRAT LIBERAL","3 Vrancea",4777
"SZENTES ANTAL","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","3 Vrancea",17
"GUGUIANU CONSTANTIN","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","3 Vrancea",7863
"POPOVICIU STEFAN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","3 Vrancea",176
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","3 Vrancea",18
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","3 Vrancea",81
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","3 Vrancea",113
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","3 Vrancea",31
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","3 Vrancea",63
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","3 Vrancea",6
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","3 Vrancea",21
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","3 Vrancea",74
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","3 Vrancea",373
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","3 Vrancea",100
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","3 Vrancea",73
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","3 Vrancea",35
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","3 Vrancea",78
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","3 Vrancea",38
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","3 Vrancea",19
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","3 Vrancea",15
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","3 Vrancea",120
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","3 Vrancea",19
"CIORICI EUGEN","PARTIDUL NATIONAL LIBERAL","4 Vrancea",3271
"MÂLUREANU MUGUREL-COSMIN","PARTIDUL DEMOCRAT LIBERAL","4 Vrancea",4917
"SZENTES IOSIF","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","4 Vrancea",20
"DUMITRESCU CRISTIAN-SORIN","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","4 Vrancea",17080
"URSEI VICTOR-OCTAVIAN","PARTIDUL ROMÂNIA MARE","4 Vrancea",282
"REBEGA STELICA","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","4 Vrancea",275
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","4 Vrancea",75
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","4 Vrancea",47
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","4 Vrancea",116
"IBRAMIUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","4 Vrancea",34
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","4 Vrancea",36
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","4 Vrancea",6
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","4 Vrancea",60
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","4 Vrancea",108
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","4 Vrancea",142
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","4 Vrancea",130
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","4 Vrancea",19
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","4 Vrancea",63
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","4 Vrancea",27
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","4 Vrancea",20
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","4 Vrancea",14
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","4 Vrancea",7
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","4 Vrancea",61
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","4 Vrancea",18
"CIOPRAGA MIRCEA","PARTIDUL NATIONAL LIBERAL","5 Vrancea",3346
"TRÂSCULESCU ALIN-SILVIU","PARTIDUL DEMOCRAT LIBERAL","5 Vrancea",7010
"LORINCZ EDIT","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","5 Vrancea",18
"VRABIE CATALIN","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","5 Vrancea",9342
"GHEORGHE SILVIEA","PARTIDUL ROMÂNIA MARE","5 Vrancea",250
"VADUVA DRAGOS","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","5 Vrancea",386
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","5 Vrancea",76
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","5 Vrancea",40
"MERKA ADRJAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","5 Vrancea",86
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","5 Vrancea",30
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","5 Vrancea",44
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","5 Vrancea",4
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","5 Vrancea",61
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","5 Vrancea",145
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","5 Vrancea",105
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","5 Vrancea",107
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","5 Vrancea",21
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","5 Vrancea",65
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","5 Vrancea",34
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","5 Vrancea",29
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","5 Vrancea",7
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","5 Vrancea",18
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","5 Vrancea",131
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","5 Vrancea",20
"IONESCU NECULAI","PARTIDUL NATIONAL LIBERAL","6 Vrancea",3200
"HORNEA SORJN-IONEL-FLORIN","PARTIDUL DEMOCRAT LIBERAL","6 Vrancea",6058
"FAZAKAS SZILÂRD","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","6 Vrancea",22
"NICA NICOLAE-CIPRIAN","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","6 Vrancea",13653
"TATU CORNELIU","PARTIDUL ROMÂNIA MARE","6 Vrancea",300
"CIORANU MIHAI","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","6 Vrancea",304
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","6 Vrancea",67
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","6 Vrancea",35
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","6 Vrancea",122
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","6 Vrancea",34
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","6 Vrancea",27
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","6 Vrancea",9
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","6 Vrancea",53
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","6 Vrancea",113
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","6 Vrancea",132
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","6 Vrancea",117
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","6 Vrancea",17
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","6 Vrancea",54
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","6 Vrancea",23
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","6 Vrancea",25
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","6 Vrancea",16
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","6 Vrancea",12
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","6 Vrancea",72
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","6 Vrancea",10
"KIS BELA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","1 Strainatate",845
"POPESCU MARIAN","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","1 Strainatate",2207
"VOICU MIHAITA","PARTIDUL ROMÂNIA MARE","1 Strainatate",770
"ZAMFIR DANIEL-CATALIN","PARTIDUL NATIONAL LIBERAL","1 Strainatate",2950
"BRÎNZA WILLIAM GABRIEL","PARTIDUL DEMOCRAT LIBERAL","1 Strainatate",7324
"RIZEA DOINA","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","1 Strainatate",548
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","1 Strainatate",24
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","1 Strainatate",14
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","1 Strainatate",10
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","1 Strainatate",15
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","1 Strainatate",87
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","1 Strainatate",5
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","1 Strainatate",23
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","1 Strainatate",21
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","1 Strainatate",12
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","1 Strainatate",75
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","1 Strainatate",7
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","1 Strainatate",42
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","1 Strainatate",9
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","1 Strainatate",60
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","1 Strainatate",13
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","1 Strainatate",12
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","1 Strainatate",127
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","1 Strainatate",15
"BALAZS ATTILA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","2 Strainatate",16
"PANTÎRU TUDOR","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","2 Strainatate",533
"NICOARÂ ALINA-DIANA","PARTIDUL ROMÂNIA MARE","2 Strainatate",86
"DABIJA NICOLAE","PARTIDUL NATIONAL LIBERAL","2 Strainatate",961
"TOMAC EUGEN","PARTIDUL DEMOCRAT LIBERAL","2 Strainatate",1427
"MUNTEAN ANATOLIE","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","2 Strainatate",47
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","2 Strainatate",15
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","2 Strainatate",4
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","2 Strainatate",20
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","2 Strainatate",1
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","2 Strainatate",13
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","2 Strainatate",0
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","2 Strainatate",3
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","2 Strainatate",5
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","2 Strainatate",5
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","2 Strainatate",12
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","2 Strainatate",11
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","2 Strainatate",11
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","2 Strainatate",5
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","2 Strainatate",6
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","2 Strainatate",0
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","2 Strainatate",5
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","2 Strainatate",13
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","2 Strainatate",1
"DANCS ANNAMARIA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","3 Strainatate",98
"BIRCHALL ANA","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","3 Strainatate",515
"BADAN MARIANA","PARTIDUL ROMÂNIA MARE","3 Strainatate",92
"MOVILA STEFAN","PARTIDUL NATIONAL LIBERAL","3 Strainatate",546
"LUBANOVICI MIRCEA","PARTIDUL DEMOCRAT LIBERAL","3 Strainatate",1651
"STEFAN MILANA","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","3 Strainatate",53
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","3 Strainatate",0
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","3 Strainatate",3
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","3 Strainatate",4
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","3 Strainatate",3
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","3 Strainatate",24
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","3 Strainatate",3
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","3 Strainatate",5
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","3 Strainatate",13
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","3 Strainatate",3
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","3 Strainatate",6
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","3 Strainatate",2
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","3 Strainatate",23
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","3 Strainatate",7
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","3 Strainatate",7
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","3 Strainatate",0
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","3 Strainatate",2
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","3 Strainatate",9
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","3 Strainatate",1
"TIMOC CONSTANTIN CIUCIU","CANDIDAT INDEPENDENT","3 Strainatate",351
"KOTO IOSIF","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","4 Strainatate",34
