"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","1 Calarasi",15
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","1 Calarasi",52
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","1 Calarasi",36
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","1 Calarasi",40
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","1 Calarasi",21
"SERBAN JENEL","PARTIDUL NATIONAL LIBERAL","2 Calarasi",5472
"NOVAC STEFAN","PARTIDUL ROMÂNIA MARE","2 Calarasi",547
"MARTIN KINGA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","2 Calarasi",18
"DAMIAN IO AN","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","2 Calarasi",4581
"TUDOR CONSTANTIN","PARTIDUL DEMOCRAT LIBERAL","2 Calarasi",3507
"NETEDA CRISTIAN-ROGER","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","2 Calarasi",300
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","2 Calarasi",59
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","2 Calarasi",12
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","2 Calarasi",38
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","2 Calarasi",39
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","2 Calarasi",9
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","2 Calarasi",18
"PAMBUCCIAN VA RUJ AN","UNIUNEA ARMENILOR DIN ROMÂNIA","2 Calarasi",42
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","2 Calarasi",51
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","2 Calarasi",30
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","2 Calarasi",45
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","2 Calarasi",120
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","2 Calarasi",32
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","2 Calarasi",20
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","2 Calarasi",20
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","2 Calarasi",29
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","2 Calarasi",23
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","2 Calarasi",52
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","2 Calarasi",17
"MOTREANU DAN-STEFAN","PARTIDUL NATIONAL LIBERAL","3 Calarasi",9628
"DOROBANTU CRISTINA-STEFANIA","PARTIDUL ROMÂNIA MARE","3 Calarasi",441
"BOROS ANDREA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","3 Calarasi",19
"ALEXE ADELA","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","3 Calarasi",3378
"ILIUTA VASILE","PARTIDUL DEMOCRAT LIBERAL","3 Calarasi",4305
"MITRAN VASILE","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","3 Calarasi",148
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","3 Calarasi",124
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","3 Calarasi",21
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","3 Calarasi",53
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","3 Calarasi",55
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","3 Calarasi",12
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","3 Calarasi",20
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","3 Calarasi",56
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","3 Calarasi",63
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","3 Calarasi",34
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","3 Calarasi",38
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","3 Calarasi",143
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","3 Calarasi",37
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","3 Calarasi",24
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","3 Calarasi",38
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","3 Calarasi",40
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","3 Calarasi",25
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","3 Calarasi",55
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","3 Calarasi",9
"SERBU NICOLAE","PARTIDUL NATIONAL LIBERAL","4 Calarasi",4320
"GIOACAS GEORGEL","PARTIDUL ROMÂNIA MARE","4 Calarasi",316
"NAGY SZABOLCS","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","4 Calarasi",14
"BERCUS COSTEL","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","4 Calarasi",1947
"FUIA STELIAN","PARTIDUL DEMOCRAT LIBERAL","4 Calarasi",6729
"MULTESCU ADRIAN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","4 Calarasi",289
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","4 Calarasi",77
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","4 Calarasi",13
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","4 Calarasi",40
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","4 Calarasi",38
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","4 Calarasi",14
"POPOV DU SAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","4 Calarasi",18
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","4 Calarasi",37
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","4 Calarasi",55
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","4 Calarasi",46
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","4 Calarasi",56
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","4 Calarasi",157
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","4 Calarasi",58
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","4 Calarasi",18
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","4 Calarasi",25
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","4 Calarasi",26
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","4 Calarasi",30
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","4 Calarasi",45
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","4 Calarasi",15
"PAVELESCU AURELI AN","PARTIDUL NATIONAL LIBERAL","5 Calarasi",5630
"GURESOAE ION","PARTIDUL ROMÂNIA MARE","5 Calarasi",627
"VE1SZENBACHER STEFAN","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","5 Calarasi",26
"BOABES DUMITRU","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","5 Calarasi",3256
"PIRONEA VIOREL","PARTIDUL DEMOCRAT LIBERAL","5 Calarasi",4138
"BRATU MARIAN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","5 Calarasi",364
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","5 Calarasi",41
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","5 Calarasi",6
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","5 Calarasi",25
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","5 Calarasi",18
"F1RCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","5 Calarasi",8
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","5 Calarasi",7
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","5 Calarasi",26
"RADAN M1HAI","UNIUNEA CROATILOR DIN ROMÂNIA","5 Calarasi",22
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","5 Calarasi",20
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","5 Calarasi",23
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","5 Calarasi",134
"GANTOVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","5 Calarasi",25
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","5 Calarasi",28
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","5 Calarasi",21
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","5 Calarasi",45
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","5 Calarasi",27
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","5 Calarasi",73
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","5 Calarasi",19
"ANGHEL ILIE","CANDIDAT INDEPENDENT","5 Calarasi",443
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","1 Cluj",28
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","1 Cluj",10
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","1 Cluj",2
"RADAN M1HAI","UNIUNEA CROATILOR DIN ROMÂNIA","1 Cluj",3
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","1 Cluj",4
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","1 Cluj",45
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","1 Cluj",8
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","1 Cluj",3
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","1 Cluj",3
"MATIS JENO","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","1 Cluj",4442
"NICOARA IOAN-DAN","PARTIDUL ROMÂNIA MARE","1 Cluj",1171
"GIURGIU MIRCIA","PARTIDUL DEMOCRAT LIBERAL","1 Cluj",12580
"MOGA SEBASTIAN-IACOB","PARTIDUL NATIONAL LIBERAL","1 Cluj",2741
"POP-PUSCAS TEODOR","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","1 Cluj",4395
"JOLDES IOAN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","1 Cluj",172
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","1 Cluj",39
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","1 Cluj",1
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","1 Cluj",35
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","1 Cluj",22
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","1 Cluj",7
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","1 Cluj",30
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","1 Cluj",10
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","1 Cluj",8
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","1 Cluj",6
"SZENCZI BIANKA-ERNA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","2 Cluj",3426
"GHERMAN VASILE-PETRU","PARTIDUL ROMÂNIA MARE","2 Cluj",891
"BUDA DANIEL","PARTIDUL DEMOCRAT LIBERAL","2 Cluj",11440
"DAN HOREA-STELIAN","PARTIDUL NATIONAL LIBERAL","2 Cluj",2211
"POP LAURA-ELENA","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR           ;","2 Cluj",3632
"POP TOADER","< PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","2 Cluj",227
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","2 Cluj",58
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","2 Cluj",17
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","2 Cluj",69
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","2 Cluj",27
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","2 Cluj",4
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","2 Cluj",59
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","2 Cluj",27
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","2 Cluj",16
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","2 Cluj",24
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","2 Cluj",89
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","2 Cluj",11
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","2 Cluj",13
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","2 Cluj",10
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","2 Cluj",6
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","2 Cluj",43
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","2 Cluj",3
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","2 Cluj",4
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","2 Cluj",5
"CSOMA BOTOND","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","3 Cluj",5181
"ALUAS EMILIA","PARTIDUL ROMÂNIA MARE","3 Cluj",1135
"CALIAN PETRU","PARTIDUL DEMOCRAT LIBERAL","3 Cluj",11249
"PETRAN IOAN","PARTIDUL NATIONAL LIBERAL","3 Cluj",3884
"JORJ MIRCEA","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","3 Cluj",4556
"STOIA IOAN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","3 Cluj",202
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","3 Cluj",73
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","3 Cluj",8
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","3 Cluj",97
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","3 Cluj",20
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","3 Cluj",10
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","3 Cluj",57
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","3 Cluj",27
"IBRAMIUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","3 Cluj",16
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","3 Cluj",22
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","3 Cluj",70
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","3 Cluj",17
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","3 Cluj",17
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","3 Cluj",7
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","3 Cluj",6
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","3 Cluj",43
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","3 Cluj",9
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","3 Cluj",4
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","3 Cluj",15
"BOROS JÂNOS","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","4 Cluj",4637
"BULZAN PETRU-IOAN","PARTIDUL ROMÂNIA MARE","4 Cluj",876
"GURZAU ADRIAN","PARTIDUL DEMOCRAT LIBERAL","4 Cluj",11416
"CAPUSAN MIRCEA","PARTIDUL NATIONAL LIBERAL","4 Cluj",2315
"POP VIRGIL-RADU","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","4 Cluj",2947
"CECLAN MARIUS","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","4 Cluj",164
"MAGUREAN HORIA-CLAUDIU","PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE","4 Cluj",59
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","4 Cluj",31
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","4 Cluj",10
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","4 Cluj",32
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","4 Cluj",8
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","4 Cluj",3
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","4 Cluj",28
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","4 Cluj",13
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","4 Cluj",11
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","4 Cluj",14
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","4 Cluj",42
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","4 Cluj",13
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","4 Cluj",1
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","4 Cluj",1
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","4 Cluj",8
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","4 Cluj",43
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","4 Cluj",4
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","4 Cluj",0
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","4 Cluj",5
"FODOR ZOLTÂN","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","5 Cluj",2206
"CÎMPAN CALIN-GABRIEL","PARTIDUL ROMÂNIA MARE","5 Cluj",605
"PACURARIU IULIU","PARTIDUL DEMOCRAT LIBERAL","5 Cluj",5500
"UIOREANU HOREA-DORIN","PARTIDUL NATIONAL LIBERAL","5 Cluj",7900
"IVANILARIE","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","5 Cluj",3808
"MANEA POMPILIU","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","5 Cluj",566
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","5 Cluj",96
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","5 Cluj",12
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","5 Cluj",46
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","5 Cluj",24
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","5 Cluj",20
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","5 Cluj",47
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","5 Cluj",36
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","5 Cluj",54
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","5 Cluj",82
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","5 Cluj",254
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","5 Cluj",44
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","5 Cluj",38
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","5 Cluj",13
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","5 Cluj",9
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","5 Cluj",27
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","5 Cluj",28
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","5 Cluj",9
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","5 Cluj",12
"VÂNCSÂ ARON-PAUL","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","6 Cluj",2097
"TITA DINU","PARTIDUL ROMÂNIA MARE","6 Cluj",691
"HETEA ADRIAN-RADU","PARTIDUL DEMOCRAT LIBERAL","6 Cluj",5543
"MÎNZAT MARIUS-DOREL","PARTIDUL NATIONAL LIBERAL","6 Cluj",5543
"ITU CORNEL","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","6 Cluj",6633
"MURESAN TRAIAN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","6 Cluj",1640
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","6 Cluj",61
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","6 Cluj",14
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","6 Cluj",39
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","6 Cluj",23
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","6 Cluj",9
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","6 Cluj",26
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","6 Cluj",15
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","6 Cluj",30
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","6 Cluj",46
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","6 Cluj",207
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","6 Cluj",44
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","6 Cluj",34
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","6 Cluj",13
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","6 Cluj",10
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","6 Cluj",57
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","6 Cluj",17
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","6 Cluj",11
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","6 Cluj",16
"CZIKA TIHAMER","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","7 Cluj",3404
"TULAI ALEXANDRU","PARTIDUL ROMÂNIA MARE","7 Cluj",686
"HAIDUC IOAN-CRISTIAN","PARTIDUL DEMOCRAT LIBERAL","7 Cluj",6990
"GAL AVRAM-MARIUS","PARTIDUL NATIONAL LIBERAL","7 Cluj",2388
"SOPORAN VASILE-FILIP","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","7 Cluj",5891
"CATINAS TRAIAN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","7 Cluj",403
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","7 Cluj",107
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","7 Cluj",25
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","7 Cluj",87
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","7 Cluj",54
